date,total_users,impression,click,region,categories,access,ctr
2020-12-01,1641.0,193094.0,15638.0,Thailand,Health & Wellness,Web,0.08098646255191772
2020-12-01,446.0,52453.0,4248.0,Thailand,Health & Wellness,Mobile,0.08098678817226851
2020-12-01,664.0,78128.0,6327.0,Thailand,Sports & Outdoors,Web,0.08098249027237354
2020-12-01,2682.0,315600.0,25559.0,Thailand,Sports & Outdoors,Mobile,0.08098542458808619
2020-12-01,1399.0,164529.0,13325.0,Thailand,Travel,Web,0.08098876185961137
2020-12-01,167.0,19538.0,1583.0,Thailand,Travel,Mobile,0.08102159893540792
2020-12-01,609.0,71617.0,5800.0,Thailand,Pet,Web,0.08098635798762864
2020-12-01,1133.0,133318.0,10797.0,Thailand,Pet,Mobile,0.08098681348355061
2020-12-01,1591.0,187202.0,15161.0,Thailand,Others,Web,0.08098738261343362
2020-12-01,1073.0,126245.0,10224.0,Thailand,Others,Mobile,0.08098538555982415
2020-12-01,221.0,25929.0,2100.0,Indonesia,Clothing & Accessories,Web,0.08099039685294458
2020-12-01,47.0,5510.0,447.0,Indonesia,Clothing & Accessories,Mobile,0.08112522686025408
2020-12-01,7994.0,940654.0,76177.0,Indonesia,Electronics,Web,0.08098301819797715
2020-12-01,2472.0,290864.0,23555.0,Indonesia,Electronics,Mobile,0.08098286484405083
2020-12-01,2021.0,237823.0,19260.0,Indonesia,Home & Living,Web,0.08098459778911207
2020-12-01,829.0,97468.0,7894.0,Indonesia,Home & Living,Mobile,0.08099068412196823
2020-12-01,484.0,56885.0,4607.0,Indonesia,Food & Beverages,Web,0.08098795816120243
2020-12-01,1034.0,121589.0,9847.0,Indonesia,Food & Beverages,Mobile,0.08098594445221197
2020-12-01,1042.0,122613.0,9930.0,Indonesia,Hobbie & Books,Web,0.08098651855839104
2020-12-01,2771.0,325990.0,26400.0,Indonesia,Hobbie & Books,Mobile,0.08098407926623516
2020-12-01,1419.0,166915.0,13518.0,Indonesia,Health & Wellness,Web,0.08098732887996885
2020-12-01,746.0,87744.0,7106.0,Indonesia,Health & Wellness,Mobile,0.08098559445660101
2020-12-01,6510.0,766053.0,62038.0,Indonesia,Sports & Outdoors,Web,0.08098395280744283
2020-12-01,2636.0,310165.0,25119.0,Indonesia,Sports & Outdoors,Mobile,0.08098592684538874
2020-12-01,3541.0,416694.0,33746.0,Indonesia,Travel,Web,0.08098508737826798
2020-12-01,2946.0,346682.0,28076.0,Indonesia,Travel,Mobile,0.08098487951494453
2020-12-01,150.0,17560.0,1423.0,Indonesia,Pet,Web,0.08103644646924829
2020-12-01,2075.0,244193.0,19776.0,Indonesia,Pet,Mobile,0.0809851224236567
2020-12-01,1902.0,223745.0,18120.0,Indonesia,Others,Web,0.08098504994525017
2020-12-01,884.0,103945.0,8418.0,Indonesia,Others,Mobile,0.08098513637019578
2020-12-01,1668.0,196204.0,15890.0,Phillipines,Clothing & Accessories,Web,0.08098713583820921
2020-12-01,80.0,9303.0,754.0,Phillipines,Clothing & Accessories,Mobile,0.08104912393851446
2020-12-01,2139.0,251648.0,20380.0,Phillipines,Electronics,Web,0.08098613936927772
2020-12-01,829.0,97495.0,7896.0,Phillipines,Electronics,Mobile,0.08098876865480281
2020-12-01,3492.0,410895.0,33276.0,Phillipines,Home & Living,Web,0.08098419304201804
2020-12-01,807.0,94867.0,7683.0,Phillipines,Home & Living,Mobile,0.08098706610307062
2020-12-01,21.0,2390.0,194.0,Phillipines,Food & Beverages,Web,0.08117154811715481
2020-12-01,3408.0,401011.0,32476.0,Phillipines,Food & Beverages,Mobile,0.0809853096299104
2020-12-01,84.0,9851.0,798.0,Phillipines,Hobbie & Books,Web,0.08100700436503908
2020-12-01,1132.0,133156.0,10784.0,Phillipines,Hobbie & Books,Mobile,0.0809877136591667
2020-12-01,4135.0,486610.0,39408.0,Phillipines,Health & Wellness,Web,0.08098477219950269
2020-12-01,128.0,15004.0,1216.0,Phillipines,Health & Wellness,Mobile,0.08104505465209277
2020-12-01,343.0,40326.0,3266.0,Phillipines,Sports & Outdoors,Web,0.08098993205376184
2020-12-01,298.0,34966.0,2832.0,Phillipines,Sports & Outdoors,Mobile,0.0809929645941772
2020-12-01,656.0,77179.0,6251.0,Phillipines,Travel,Web,0.08099353451068296
2020-12-01,2122.0,249695.0,20222.0,Phillipines,Travel,Mobile,0.08098680390075892
2020-12-01,1752.0,206092.0,16690.0,Phillipines,Pet,Web,0.08098325019894027
2020-12-01,2622.0,308453.0,24980.0,Phillipines,Pet,Mobile,0.0809847853643829
2020-12-01,1489.0,175141.0,14184.0,Phillipines,Others,Web,0.0809861768517937
2020-12-01,375.0,44084.0,3570.0,Phillipines,Others,Mobile,0.0809817620905544
2020-12-01,4974.0,585357.0,47404.0,Brazil,Clothing & Accessories,Web,0.08098305820208863
2020-12-01,1261.0,148358.0,12015.0,Brazil,Clothing & Accessories,Mobile,0.08098653257660524
2020-12-01,30.0,3440.0,279.0,Brazil,Electronics,Web,0.0811046511627907
2020-12-01,845.0,99352.0,8046.0,Brazil,Electronics,Mobile,0.0809847813833642
2020-12-01,154.0,18095.0,1466.0,Brazil,Home & Living,Web,0.08101685548494059
2020-12-01,1326.0,155942.0,12629.0,Brazil,Home & Living,Mobile,0.08098523810134538
2020-12-01,1256.0,147757.0,11966.0,Brazil,Food & Beverages,Web,0.08098431884783801
2020-12-01,1543.0,181503.0,14699.0,Brazil,Food & Beverages,Mobile,0.08098488730213825
2020-12-01,1771.0,208401.0,16877.0,Brazil,Hobbie & Books,Web,0.08098329662525612
2020-12-01,2686.0,316078.0,25597.0,Brazil,Hobbie & Books,Mobile,0.08098317503907264
2020-12-01,1457.0,171353.0,13877.0,Brazil,Health & Wellness,Web,0.08098486749575438
2020-12-01,3477.0,409183.0,33137.0,Brazil,Health & Wellness,Mobile,0.08098332530921372
2020-12-01,1647.0,193767.0,15692.0,Brazil,Sports & Outdoors,Web,0.08098386206113528
2020-12-01,3520.0,414213.0,33545.0,Brazil,Sports & Outdoors,Mobile,0.08098490390209868
2020-12-01,637.0,74862.0,6063.0,Brazil,Travel,Web,0.08098901979642542
2020-12-01,1740.0,204690.0,16577.0,Brazil,Travel,Mobile,0.08098588108847525
2020-12-01,6045.0,711328.0,57606.0,Brazil,Pet,Web,0.08098373746007467
2020-12-01,1597.0,187913.0,15218.0,Brazil,Pet,Mobile,0.08098428528095448
2020-12-01,1888.0,222113.0,17988.0,Brazil,Others,Web,0.08098580452292302
2020-12-01,117.0,13692.0,1109.0,Brazil,Others,Mobile,0.08099620216184633
2020-12-01,1342.0,157891.0,12787.0,Mexico,Clothing & Accessories,Web,0.08098625000791686
2020-12-01,386.0,45400.0,3677.0,Mexico,Clothing & Accessories,Mobile,0.08099118942731277
2020-12-01,3303.0,388634.0,31473.0,Mexico,Electronics,Web,0.08098365042687979
2020-12-01,1006.0,118279.0,9579.0,Mexico,Electronics,Mobile,0.08098648111668175
2020-12-01,385.0,45268.0,3666.0,Mexico,Home & Living,Web,0.0809843598126712
2020-12-01,1295.0,152362.0,12339.0,Mexico,Home & Living,Mobile,0.08098475997952245
2020-12-01,2440.0,287036.0,23245.0,Mexico,Food & Beverages,Web,0.08098287322844522
2020-12-01,165.0,19394.0,1571.0,Mexico,Food & Beverages,Mobile,0.08100443436114262
2020-12-01,3270.0,384800.0,31163.0,Mexico,Hobbie & Books,Web,0.08098492723492723
2020-12-01,1913.0,225065.0,18227.0,Mexico,Hobbie & Books,Mobile,0.08098549307977695
2020-12-01,2947.0,346735.0,28080.0,Mexico,Health & Wellness,Web,0.08098403680043838
2020-12-01,1917.0,225551.0,18266.0,Mexico,Health & Wellness,Mobile,0.08098390164530417
2020-12-01,1599.0,188105.0,15234.0,Mexico,Sports & Outdoors,Web,0.08098668296961803
2020-12-01,121.0,14153.0,1147.0,Mexico,Sports & Outdoors,Mobile,0.08104288843354766
2020-12-01,4293.0,505212.0,40914.0,Mexico,Travel,Web,0.08098382461224199
2020-12-01,704.0,82759.0,6703.0,Mexico,Travel,Mobile,0.08099421210986116
2020-12-01,761.0,89535.0,7251.0,Mexico,Pet,Web,0.08098508962975373
2020-12-01,2115.0,248823.0,20151.0,Mexico,Pet,Mobile,0.08098527869208233
2020-12-01,2061.0,242543.0,19642.0,Mexico,Others,Web,0.08098357816964415
2020-12-01,2552.0,300268.0,24317.0,Mexico,Others,Mobile,0.08098432067353165
2020-12-02,768.0,90708.0,7290.0,Singapore,Clothing & Accessories,Web,0.08036777351501521
2020-12-02,634.0,74861.0,6017.0,Singapore,Clothing & Accessories,Mobile,0.08037562950000668
2020-12-02,141.0,16542.0,1330.0,Singapore,Electronics,Web,0.08040140249062991
2020-12-02,5035.0,594645.0,47790.0,Singapore,Electronics,Mobile,0.08036727795575511
2020-12-02,2385.0,281624.0,22634.0,Singapore,Home & Living,Web,0.08036957077521802
2020-12-02,881.0,103976.0,8357.0,Singapore,Home & Living,Mobile,0.08037431715011156
2020-12-02,292.0,34419.0,2767.0,Singapore,Food & Beverages,Web,0.08039164415003341
2020-12-02,530.0,62499.0,5023.0,Singapore,Food & Beverages,Mobile,0.08036928590857453
2020-12-02,407.0,47980.0,3856.0,Singapore,Hobbie & Books,Web,0.08036681950812839
2020-12-02,1359.0,160468.0,12897.0,Singapore,Hobbie & Books,Mobile,0.08037116434429294
2020-12-02,2533.0,299191.0,24046.0,Singapore,Health & Wellness,Web,0.08037006460755838
2020-12-02,1793.0,211690.0,17013.0,Singapore,Health & Wellness,Mobile,0.08036751854126317
2020-12-02,903.0,106559.0,8564.0,Singapore,Sports & Outdoors,Web,0.08036862207790989
2020-12-02,3373.0,398320.0,32012.0,Singapore,Sports & Outdoors,Mobile,0.08036754368347057
2020-12-02,604.0,71255.0,5727.0,Singapore,Travel,Web,0.0803733071363413
2020-12-02,2059.0,243198.0,19546.0,Singapore,Travel,Mobile,0.0803707267329501
2020-12-02,3761.0,444213.0,35701.0,Singapore,Pet,Web,0.08036910220997584
2020-12-02,6294.0,743378.0,59744.0,Singapore,Pet,Mobile,0.08036826486659546
2020-12-02,4190.0,494883.0,39773.0,Singapore,Others,Web,0.08036849113830946
2020-12-02,167.0,19641.0,1579.0,Singapore,Others,Mobile,0.08039305534341429
2020-12-02,1272.0,150135.0,12066.0,Taiwan,Clothing & Accessories,Web,0.08036766909781197
2020-12-02,1086.0,128254.0,10308.0,Taiwan,Clothing & Accessories,Mobile,0.08037176228421726
2020-12-02,25.0,2942.0,237.0,Taiwan,Electronics,Web,0.0805574439157036
2020-12-02,1333.0,157402.0,12650.0,Taiwan,Electronics,Mobile,0.0803674667412104
2020-12-02,444.0,52369.0,4209.0,Taiwan,Home & Living,Web,0.08037197578720236
2020-12-02,1576.0,186129.0,14959.0,Taiwan,Home & Living,Mobile,0.08036899139843871
2020-12-02,4872.0,575485.0,46251.0,Taiwan,Food & Beverages,Web,0.0803687324604464
2020-12-02,1476.0,174297.0,14008.0,Taiwan,Food & Beverages,Mobile,0.08036856629775613
2020-12-02,6906.0,815670.0,65554.0,Taiwan,Hobbie & Books,Web,0.08036828619417166
2020-12-02,870.0,102652.0,8250.0,Taiwan,Hobbie & Books,Mobile,0.0803686240891556
2020-12-02,969.0,114390.0,9194.0,Taiwan,Health & Wellness,Web,0.08037415858029548
2020-12-02,3139.0,370689.0,29792.0,Taiwan,Health & Wellness,Mobile,0.08036925832706122
2020-12-02,359.0,42358.0,3405.0,Taiwan,Sports & Outdoors,Web,0.08038623164455357
2020-12-02,595.0,70219.0,5644.0,Taiwan,Sports & Outdoors,Mobile,0.08037710591150543
2020-12-02,115.0,13564.0,1091.0,Taiwan,Travel,Web,0.08043350044234739
2020-12-02,164.0,19258.0,1548.0,Taiwan,Travel,Mobile,0.08038217883476996
2020-12-02,516.0,60949.0,4899.0,Taiwan,Pet,Web,0.08037867725475398
2020-12-02,55.0,6482.0,521.0,Taiwan,Pet,Mobile,0.08037642702869485
2020-12-02,1566.0,184969.0,14866.0,Taiwan,Others,Web,0.08037022419973076
2020-12-02,295.0,34761.0,2794.0,Taiwan,Others,Mobile,0.08037743448117143
2020-12-02,751.0,88641.0,7124.0,Malaysia,Clothing & Accessories,Web,0.08036912940964114
2020-12-02,7066.0,834606.0,67075.0,Malaysia,Clothing & Accessories,Mobile,0.0803672631157696
2020-12-02,1909.0,225415.0,18116.0,Malaysia,Electronics,Web,0.0803673224940665
2020-12-02,998.0,117786.0,9467.0,Malaysia,Electronics,Mobile,0.08037457762382626
2020-12-02,1278.0,150921.0,12130.0,Malaysia,Home & Living,Web,0.08037317536989551
2020-12-02,310.0,36608.0,2943.0,Malaysia,Home & Living,Mobile,0.08039226398601398
2020-12-02,1823.0,215316.0,17305.0,Malaysia,Food & Beverages,Web,0.08037024652139181
2020-12-02,576.0,67940.0,5461.0,Malaysia,Food & Beverages,Mobile,0.08037974683544304
2020-12-02,2771.0,327220.0,26298.0,Malaysia,Hobbie & Books,Web,0.0803679481694273
2020-12-02,989.0,116730.0,9382.0,Malaysia,Hobbie & Books,Mobile,0.08037351152231646
2020-12-02,788.0,93061.0,7480.0,Malaysia,Health & Wellness,Web,0.08037738687527536
2020-12-02,5884.0,694942.0,55851.0,Malaysia,Health & Wellness,Mobile,0.0803678580370736
2020-12-02,210.0,24738.0,1989.0,Malaysia,Sports & Outdoors,Web,0.08040261945185545
2020-12-02,2620.0,309427.0,24868.0,Malaysia,Sports & Outdoors,Mobile,0.08036790583885699
2020-12-02,1574.0,185825.0,14935.0,Malaysia,Travel,Web,0.0803713170994215
2020-12-02,310.0,36524.0,2936.0,Malaysia,Travel,Mobile,0.08038549994524148
2020-12-02,857.0,101211.0,8134.0,Malaysia,Pet,Web,0.08036675855391212
2020-12-02,246.0,29009.0,2332.0,Malaysia,Pet,Mobile,0.08038884484125616
2020-12-02,2192.0,258866.0,20805.0,Malaysia,Others,Web,0.08036976659739016
2020-12-02,832.0,98185.0,7891.0,Malaysia,Others,Mobile,0.08036869175535978
2020-12-02,186.0,21918.0,1762.0,Thailand,Clothing & Accessories,Web,0.0803905465827174
2020-12-02,3766.0,444791.0,35747.0,Thailand,Clothing & Accessories,Mobile,0.08036808298729066
2020-12-02,765.0,90339.0,7261.0,Thailand,Electronics,Web,0.0803750318245719
2020-12-02,1863.0,220055.0,17686.0,Thailand,Electronics,Mobile,0.08037081638681239
2020-12-02,364.0,42992.0,3456.0,Thailand,Home & Living,Web,0.08038704875325642
2020-12-02,754.0,89062.0,7158.0,Thailand,Home & Living,Mobile,0.08037097752127731
2020-12-02,257.0,30333.0,2438.0,Thailand,Food & Beverages,Web,0.08037450960999572
2020-12-02,1035.0,122236.0,9824.0,Thailand,Food & Beverages,Mobile,0.08036912202624431
2020-12-02,3622.0,427769.0,34379.0,Thailand,Hobbie & Books,Web,0.08036814261903036
2020-12-02,96.0,11228.0,903.0,Thailand,Hobbie & Books,Mobile,0.08042394014962594
2020-12-02,1332.0,157239.0,12637.0,Thailand,Health & Wellness,Web,0.08036810206119346
2020-12-02,579.0,68342.0,5493.0,Thailand,Health & Wellness,Mobile,0.08037517192941383
2020-12-02,3137.0,370503.0,29777.0,Thailand,Sports & Outdoors,Web,0.0803691198181931
2020-12-02,2875.0,339585.0,27292.0,Thailand,Sports & Outdoors,Mobile,0.08036868530706598
2020-12-02,1208.0,142675.0,11467.0,Thailand,Travel,Web,0.08037147362887682
2020-12-02,3193.0,377059.0,30304.0,Thailand,Travel,Mobile,0.08036938516253425
2020-12-02,1940.0,229148.0,18416.0,Thailand,Pet,Web,0.08036727355246391
2020-12-02,551.0,65008.0,5225.0,Thailand,Pet,Mobile,0.08037472311100172
2020-12-02,10370.0,1224828.0,98437.0,Thailand,Others,Web,0.0803680190198134
2020-12-02,1413.0,166867.0,13411.0,Thailand,Others,Mobile,0.0803693959860248
2020-12-02,5894.0,696105.0,55945.0,Indonesia,Clothing & Accessories,Web,0.08036862254975902
2020-12-02,8.0,922.0,75.0,Indonesia,Clothing & Accessories,Mobile,0.08134490238611713
2020-12-02,63.0,7414.0,596.0,Indonesia,Electronics,Web,0.08038845427569463
2020-12-02,425.0,50117.0,4028.0,Indonesia,Electronics,Mobile,0.08037192968453818
2020-12-02,56.0,6573.0,529.0,Indonesia,Home & Living,Web,0.08048075460216035
2020-12-02,5093.0,601502.0,48342.0,Indonesia,Home & Living,Mobile,0.08036881007876948
2020-12-02,1694.0,200030.0,16076.0,Indonesia,Food & Beverages,Web,0.08036794480827876
2020-12-02,191.0,22496.0,1808.0,Indonesia,Food & Beverages,Mobile,0.08036984352773827
2020-12-02,1020.0,120370.0,9674.0,Indonesia,Hobbie & Books,Web,0.08036886267342361
2020-12-02,5351.0,631985.0,50791.0,Indonesia,Hobbie & Books,Mobile,0.08036741378355498
2020-12-02,261.0,30747.0,2472.0,Indonesia,Health & Wellness,Web,0.08039808761830422
2020-12-02,710.0,83820.0,6737.0,Indonesia,Health & Wellness,Mobile,0.08037461226437605
2020-12-02,1038.0,122565.0,9851.0,Indonesia,Sports & Outdoors,Web,0.0803736792722229
2020-12-02,558.0,65884.0,5295.0,Indonesia,Sports & Outdoors,Mobile,0.08036852650112318
2020-12-02,2629.0,310467.0,24952.0,Indonesia,Travel,Web,0.08036925019406249
2020-12-02,495.0,58443.0,4697.0,Indonesia,Travel,Mobile,0.08036890645586298
2020-12-02,981.0,115771.0,9305.0,Indonesia,Pet,Web,0.0803741869725579
2020-12-02,172.0,20316.0,1633.0,Indonesia,Pet,Mobile,0.08037999606221698
2020-12-02,7097.0,838252.0,67368.0,Indonesia,Others,Web,0.0803672404002615
2020-12-02,594.0,70146.0,5638.0,Indonesia,Others,Mobile,0.08037521740370085
2020-12-02,1886.0,222777.0,17904.0,Phillipines,Clothing & Accessories,Web,0.08036736287857364
2020-12-02,994.0,117325.0,9430.0,Phillipines,Clothing & Accessories,Mobile,0.08037502663541445
2020-12-02,3513.0,414953.0,33349.0,Phillipines,Electronics,Web,0.08036813807828838
2020-12-02,2011.0,237497.0,19087.0,Phillipines,Electronics,Mobile,0.08036733095575944
2020-12-02,3951.0,466625.0,37502.0,Phillipines,Home & Living,Web,0.08036860433967319
2020-12-02,2276.0,268767.0,21601.0,Phillipines,Home & Living,Mobile,0.08037073003754182
2020-12-02,2419.0,285680.0,22960.0,Phillipines,Food & Beverages,Web,0.08036964435732288
2020-12-02,2468.0,291494.0,23427.0,Phillipines,Food & Beverages,Mobile,0.08036872114005778
2020-12-02,881.0,104048.0,8363.0,Phillipines,Hobbie & Books,Web,0.08037636475472859
2020-12-02,2166.0,255740.0,20554.0,Phillipines,Hobbie & Books,Mobile,0.08037068898099632
2020-12-02,339.0,39930.0,3210.0,Phillipines,Health & Wellness,Web,0.08039068369646882
2020-12-02,2821.0,333141.0,26774.0,Phillipines,Health & Wellness,Mobile,0.08036837255096191
2020-12-02,799.0,94377.0,7585.0,Phillipines,Sports & Outdoors,Web,0.08036915773970353
2020-12-02,351.0,41362.0,3325.0,Phillipines,Sports & Outdoors,Mobile,0.08038779556114307
2020-12-02,345.0,40724.0,3273.0,Phillipines,Travel,Web,0.08037029761320107
2020-12-02,683.0,80674.0,6484.0,Phillipines,Travel,Mobile,0.08037285866574113
2020-12-02,2463.0,290888.0,23378.0,Phillipines,Pet,Web,0.08036770165837023
2020-12-02,2149.0,253766.0,20395.0,Phillipines,Pet,Mobile,0.08036931661451889
2020-12-02,5095.0,601813.0,48367.0,Phillipines,Others,Web,0.08036881888560067
2020-12-02,1794.0,211874.0,17028.0,Phillipines,Others,Mobile,0.08036852091337304
2020-12-02,938.0,110713.0,8898.0,Brazil,Clothing & Accessories,Web,0.08036996558669714
2020-12-02,948.0,111886.0,8992.0,Brazil,Clothing & Accessories,Mobile,0.08036751693688218
2020-12-02,5498.0,649333.0,52186.0,Brazil,Electronics,Web,0.08036862441921172
2020-12-02,1075.0,126945.0,10203.0,Brazil,Electronics,Mobile,0.0803733900508094
2020-12-02,2293.0,270736.0,21759.0,Brazil,Home & Living,Web,0.0803698067490101
2020-12-02,932.0,110028.0,8843.0,Brazil,Home & Living,Mobile,0.08037045115788709
2020-12-02,2497.0,294877.0,23699.0,Brazil,Food & Beverages,Web,0.08036910304974616
2020-12-02,2033.0,240041.0,19292.0,Brazil,Food & Beverages,Mobile,0.0803696035260643
2020-12-02,646.0,76225.0,6126.0,Brazil,Hobbie & Books,Web,0.08036733355198426
2020-12-02,482.0,56889.0,4572.0,Brazil,Hobbie & Books,Mobile,0.0803670305331435
2020-12-02,207.0,24361.0,1958.0,Brazil,Health & Wellness,Web,0.08037436886827307
2020-12-02,1889.0,223121.0,17932.0,Brazil,Health & Wellness,Mobile,0.08036894779066067
2020-12-02,1394.0,164558.0,13226.0,Brazil,Sports & Outdoors,Web,0.08037287764800252
2020-12-02,1476.0,174306.0,14009.0,Brazil,Sports & Outdoors,Mobile,0.08037015363785527
2020-12-02,456.0,53833.0,4327.0,Brazil,Travel,Web,0.08037820667620232
2020-12-02,739.0,87222.0,7010.0,Brazil,Travel,Mobile,0.08036963151498475
2020-12-02,140.0,16438.0,1322.0,Brazil,Pet,Web,0.08042340917386544
2020-12-02,1253.0,147993.0,11894.0,Brazil,Pet,Mobile,0.08036866608555811
